i,i,5895,
fakat,fakat,5885,
dan,da,5869,
hiçbir,hiçbir,5814,
benim,ben,5809,
uygun,uygun,5797,
hemen,hemen,5720,
sosyal,sosyal,5716,
allah,Allah,5714,
onun,o,5624,
yerine,yer,5619,
mi,mi,5605,
küçük,küçük,5560,
hakkında,hak,5555,
den,de,5555,
konusunda,konu,5502,
pek,pek,5448,
birçok,birçok,5448,
bugün,bugün,5421,
bin,bin,5413,
söz,söz,5366,
su,su,5336,
kişi,kişi,5150,
burada,bura,5122,
şimdi,şimdi,5082,
nun,nun,5072,
kısa,kısa,5040,
değildir,değil,5002,
aslında,aslında,4988,
avrupa,Avrupa,4976,
eski,eski,4965,
kez,kez,4881,
biraz,biraz,4864,
ifade,ifade,4841,
dedi,de,4825,
etmek,et,4821,
altında,alt,4820,
geçen,geç,4810,
işte,işte,4801,
bizim,biz,4722,
onu,o,4707,
yol,yol,4704,
üç,üç,4691,
hatta,hatta,4687,
devlet,devlet,4647,
sağlık,sağlık,4637,
açık,açık,4636,
etti,et,4632,
olacak,ol,4586,
abd,ABD,4576,
edilen,edi,4486,
zamanda,zaman,4472,
yüzde,yüz,4460,
gerçek,gerçek,4456,
internet,internet,4442,
süre,süre,4435,
olsun,ol,4417,
olabilir,ol,4416,
bana,ben,4394,
buna,bu,4346,
yeniden,yeniden,4327,
geri,geri,4319,
ı,ı,4299,
ikinci,iki,4289,
mı,mı,4228,
yaptığı,yap,4226,
size,siz,4221,
olsa,ol,4197,
ardından,ardından,4177,
zaten,zaten,4140,
olup,ol,4138,
hizmet,hizmet,4130,
temel,temel,4102,
olmayan,ol,4098,
mümkün,mümkün,4097,
dikkat,dikkat,4085,
gereken,gerek,4066,
insanlar,insan,4057,
çeşitli,çeşit,4053,
saat,saat,4033,
yapan,yap,4022,
içerisinde,içeri,4013,
herhangi,herhangi,4011,
rağmen,rağmen,4007,
an,an,4007,
günü,gün,4001,
öyle,öyle,3947,
gerek,gerek,3940,
ediyor,et,3909,
elde,el,3906,
karar,karar,3905,
oldukça,oldukça,3902,
ay,ay,3867,
yönetim,yönetim,3848,
ta,ta,3820,
belki,belki,3770,
milyon,milyon,3766,
nde,nde,3764,
para,para,3732,
ait,ait,3715,
yakın,yakın,3696,
şöyle,şöyle,3695,
çalışma,çalış,3692,
bağlı,bağ,3685,
dışında,dış,3682,
tekrar,tekrar,3672,
konusu,konu,3623,
hep,hep,3598,
adı,ad,3598,
durum,durum,3595,
insanların,insan,3594,
eder,et,3587,
sürekli,sürekli,3573,
dünyanın,dünya,3573,
bize,biz,3560,
çocuk,çocuk,3552,
hangi,hangi,3537,
kadın,kadın,3524,
yapmak,yap,3501,
gerekli,gerek,3466,
ona,o,3462,
sistemi,sistem,3455,
kurulu,kurul,3453,
yönelik,yönelik,3419,
gerekir,gerek,3417,
anda,an,3414,
geldi,gel,3397,
göz,göz,3393,
vardı,var,3378,
nda,nda,3373,
kolay,kolay,3354,
tarihi,tarih,3344,
yaklaşık,yaklaşık,3330,
belediye,belediye,3329,
ana,ana,3328,
konuda,konu,3326,
ayrı,ayrı,3324,
gelir,gelir,3320,
merkezi,merkez,3319,
veren,ver,3317,
te,te,3317,
daki,daki,3314,
çıkan,çık,3304,
belli,belli,3301,
türlü,türlü,3295,
üzerinden,üzer,3288,
gerçekten,gerçekten,3286,
bunlar,bu,3283,
beni,ben,3281,
başladı,başla,3278,
sizin,siz,3261,
söyledi,söyle,3238,
birkaç,birkaç,3221,
siz,siz,3219,
destek,destek,3200,
boyunca,boy,3199,
dolayı,dolayı,3179,
ekonomik,ekonomik,3173,
nedeniyle,neden,3170,
hale,hal,3159,
film,film,3159,
konu,konu,3147,
açısından,açı,3142,
durumda,durum,3117,
web,web,3097,
yoktur,yok,3081,
oluyor,ol,3067,
zor,zor,3063,
bundan,bu,3062,
takip,takip,3047,
kendini,kendi,3036,
hızlı,hız,3033,
yi,yi,3026,
haline,hal,3020,
nedenle,neden,3017,
parti,parti,3013,
ankara,Ankara,3001,
ortak,ortak,2997,
uluslararası,ulus,2994,
sonunda,sonunda,2991,
sayesinde,saye,2984,
iç,iç,2973,
tamamen,tamamen,2972,
yanında,yan,2963,
tercih,tercih,2933,
verilen,veri,2929,
olacaktır,ol,2919,
hareket,hareket,2910,
na,na,2908,
bunların,bu,2899,
örneğin,örnek,2897,
hafta,hafta,2849,
doğal,doğal,2831,
üniversitesi,üniversite,2822,
sahibi,sahip,2814,
başarılı,başarı,2807,
halinde,hal,2800,
sıra,sıra,2799,
genç,genç,2799,
milli,milli,2798,
kontrol,kontrol,2795,
üst,üst,2791,
böylece,böylece,2775,
kürt,Kürt,2770,
kötü,kötü,2768,
kitap,kitap,2753,
tür,tür,2734,
insanın,insan,2732,
ürün,ürün,2722,
arasındaki,ara,2719,
çalışan,çalış,2715,
teknik,teknik,2715,
geniş,geniş,2714,
dr.,Dr,2710,
yüzden,yüz,2702,
ettiği,et,2692,
herkes,herkes,2691,
güvenlik,güvenlik,2673,
kişinin,kişi,2658,
proje,proje,2657,
ele,el,2648,
deki,dek,2646,
madde,madde,2643,
sırasında,sıra,2642,
yerde,yer,2640,
com,com,2638,
ilişkin,ilişkin,2629,
sık,sık,2627,
adlı,ad,2626,
the,the,2621,
mevcut,mevcut,2608,
alanya,Alanya,2607,
hava,hava,2594,
savaş,savaş,2590,
el,el,2588,
haber,haber,2587,
arada,ara,2582,
kültür,kültür,2580,
ciddi,ciddi,2577,
halk,halk,2565,
güçlü,güç,2557,
dünyada,dünya,2555,
adına,ad,2555,
onların,o,2553,
derece,derece,2545,
kullanılan,kul,2537,
almak,al,2530,
içine,iç,2524,
onlar,o,2515,
orta,orta,2509,
yanlış,yanlış,2504,
yaşam,yaşam,2503,
şeklinde,şekil,2489,
geliyor,gel,2485,
ülke,ülke,2482,
enerji,enerji,2481,
ev,ev,2464,
siyasi,siyasi,2461,
bazen,bazen,2459,
sonucu,sonuç,2452,
islam,İslam,2452,
bilim,bilim,2452,
oyun,oyun,2451,
yapılacak,yap,2447,
kalan,kal,2447,
iletişim,iletişim,2442,
itibaren,itibaren,2434,
dolayısıyla,dolayısıyla,2434,
tabi,tabi,2430,
oluşan,oluş,2424,
yazı,yazı,2423,
başına,baş,2420,
eylül,eylül,2419,
çoğu,çok,2414,
gerekiyor,gerek,2410,
dış,dış,2408,
bulunduğu,bulun,2405,
yanı,yan,2404,
dört,dört,2403,
ederek,et,2400,
yardım,yardım,2389,
u,u,2384,
evet,evet,2369,
örnek,örnek,2366,
verdi,ver,2353,
sorun,sorun,2345,
dönemde,dönem,2344,
uygulama,uygulama,2341,
birliği,birlik,2338,
yabancı,yabancı,2330,
ün,ün,2329,
beraber,beraber,2324,
tl,TL,2323,
resmi,resmi,2323,
anadolu,Anadolu,2316,
verdiği,ver,2310,
hala,hâlâ,2309,
n,n,2296,
dahil,dahil,2290,
deniz,deniz,2287,
sistem,sistem,2281,
bunları,bu,2277,
alt,alt,2277,
meydana,meydan,2266,
yardımcı,yardımcı,2256,
amacıyla,amaç,2254,
sen,sen,2249,
doğu,doğu,2245,
yana,yan,2244,
google,Google,2232,
müzik,müzik,2224,
tarihinde,tarih,2222,
günlük,günlük,2221,
mutlaka,mutlaka,2220,
erkek,erkek,2220,
ali,Ali,2217,
yere,yer,2206,
mücadele,mücadele,2202,
yandan,yan,2201,
aldı,al,2198,
beri,beri,2191,
onları,o,2188,
henüz,henüz,2188,
il,il,2186,
on,on,2185,
cevap,cevap,2183,
olmadığı,ol,2182,
yada,yad,2179,
yaptı,yap,2178,
gelecek,gelecek,2176,
bi,bir,2173,
normal,normal,2172,
aldığı,al,2172,
adam,adam,2170,
halde,hal,2169,
güç,güç,2166,
yolu,yol,2164,
adet,adet,2160,
şeyler,şey,2158,
ön,ön,2158,
sayısı,sayı,2156,
başkan,başkan,2153,
toplam,toplam,2147,
dil,dil,2141,
yıllık,yıllık,2139,
gece,gece,2138,
amerika,Amerika,2136,
yoksa,yok,2135,
sanat,sanat,2131,
hak,hak,2131,
görev,görev,2129,
kaç,kaç,2124,
hayat,hayat,2122,
kendisine,kendi,2118,
of,of,2114,
mustafa,Mustafa,2114,
irak,Irak,2108,
yılı,yıl,2105,
net,net,2103,
çıktı,çık,2101,
atatürk,Atatürk,2098,
tedavi,tedavi,2092,
askeri,askeri,2090,
yaşayan,yaşa,2087,
varsa,var,2086,
ulusal,ulusal,2084,
bizi,biz,2081,
demek,de,2078,
çin,Çin,2072,
toplum,toplum,2069,
bilgisayar,bilgisayar,2064,
fark,fark,2058,
grup,grup,2050,
yemek,yemek,2049,
birinci,bir,2043,
biçimde,biçim,2042,
kendine,kendi,2037,
yeterli,yeterli,2028,
izin,izin,2023,
ileri,ileri,2023,
altına,alt,2021,
tarih,tarih,2020,
olmuş,ol,2019,
mehmet,Mehmet,2018,
kendisi,kendi,2018,
istiyorum,iste,2017,
araştırma,araştır,2010,
zorunda,zor,2003,
isteyen,iste,2001,
işe,iş,1999,
olmuştur,ol,1997,
yalnızca,yalnızca,1994,
ekim,ekim,1994,
durumu,durum,1991,
kimse,kimse,1990,
fotoğraf,fotoğraf,1990,
benzer,benzer,1990,
olmadığını,ol,1989,
mayıs,mayıs,1989,
başlayan,başla,1988,
genellikle,genellikle,1985,
başında,baş,1976,
toplumsal,toplum,1974,
yıllarda,yıl,1973,
önceki,önce,1972,
osmanlı,Osmanlı,1970,
kasım,kasım,1970,
sene,sene,1967,
gerektiğini,gerek,1966,
sonuç,sonuç,1961,
kamu,kamu,1960,
vermek,ver,1953,
sizi,siz,1944,
işi,iş,1944,
dair,dair,1940,
tabii,tabii,1938,
karşısında,karşı,1933,
öncelikle,öncelik,1929,
işçi,işçi,1929,
edilir,et,1924,
bilgiler,bilgi,1923,
nedir,ne,1922,
aile,aile,1922,
ihtiyaç,ihtiyaç,1917,
ä,Ä,1915,
şeyi,şey,1904,
batı,batı,1900,
edilmesi,et,1899,
etkili,etki,1895,
başta,baş,1895,
ilgi,ilgi,1894,
orada,ora,1892,
peki,peki,1891,
değer,değer,1890,
yoğun,yoğun,1888,
sayıda,sayı,1887,
olursa,ol,1887,
anne,anne,1884,
ticaret,ticaret,1883,
kişisel,kişi,1879,
türkçe,Türkçe,1875,
akp,AKP,1873,
basit,basit,1867,
ses,ses,1866,
hz,Hz,1865,
üretim,üretim,1863,
satın,satın,1863,
önünde,ön,1861,
üye,üye,1856,
onlara,o,1848,
chp,CHP,1848,
site,site,1846,
kendisini,kendi,1846,
mu,mu,1843,
kan,kan,1842,
dile,dil,1841,
ağır,ağır,1841,
defa,defa,1840,
tanrı,tanrı,1836,
okul,okul,1832,
ahmet,Ahmet,1828,
uzak,uzak,1822,
aralık,aralık,1812,
arama,ara,1801,
sonraki,sonra,1797,
israil,İsrail,1795,
yeri,yer,1794,
sonrası,sonra,1794,
hazır,hazır,1792,
zarar,zarar,1786,
önem,önem,1780,
yı,yı,1780,
mutlu,mutlu,1780,
olma,ol,1777,
ilçe,ilçe,1776,
yapı,yapı,1774,
öğrenci,öğrenci,1770,
sağlıklı,sağlık,1766,
anlamda,anlam,1765,
ister,ister,1763,
düşük,düşük,1761,
din,din,1760,
sayın,sayın,1758,
beş,beş,1751,
sorunu,sorun,1750,
basın,basın,1750,
modern,modern,1749,
kapsamında,kapsam,1748,
bence,ben,1745,
kur,kur,1742,
diyor,de,1730,
tespit,tespit,1728,
alınan,alın,1727,
program,program,1726,
yönetimi,yönetim,1721,
yapılması,yap,1718,
ziyaret,ziyaret,1717,
dahi,dâhi,1716,
önüne,ön,1705,
bulunmaktadır,bulun,1702,
ünlü,ünlü,1701,
mart,mart,1701,
yorum,yorum,1699,
takım,takım,1699,
ediyorum,et,1696,
spor,spor,1693,
çevre,çevre,1690,
kayıt,kayıt,1690,
çözüm,çözüm,1689,
araya,ara,1689,
asıl,asıl,1687,
bakanlığı,bakanlık,1686,
izmir,İzmir,1681,
la,la,1680,
windows,Windows,1679,
bey,bey,1678,
kullanarak,kullan,1675,
düzenlenen,düzen,1675,
dönem,dönem,1675,
kim,kim,1672,
kız,kız,1670,
merkez,merkez,1669,
herkesin,herkes,1663,
rusya,Rusya,1660,
ülkenin,ülke,1659,
elbette,elbette,1659,
teşekkür,teşekkür,1657,
kaynak,kaynak,1655,
oysa,oysa,1654,
kişiler,kişi,1653,
s,s,1651,
olay,olay,1648,
bilgileri,bilgi,1644,
reklam,reklam,1642,
sayılı,sayılı,1638,
nedeni,neden,1637,
insanları,insan,1637,
beyaz,beyaz,1636,
and,and,1635,
adım,adım,1634,
olmasına,ol,1632,
sonucunda,sonuç,1630,
olmaz,ol,1628,
dakika,dakika,1626,
satış,sat,1625,
yüz,yüz,1624,
m,m,1624,
kurum,kurum,1624,
üçüncü,üç,1621,
doğum,doğum,1621,
bölümü,bölüm,1620,
aşağıdaki,aşağı,1620,
asla,asla,1620,
programı,program,1619,
güney,güney,1617,
edecek,et,1617,
binlerce,bin,1616,
ab,AB,1615,
müslüman,müslüman,1614,
sonrasında,sonra,1598,
tasarım,tasarım,1595,
kimi,kimi,1595,
döneminde,dönem,1594,
değişik,değişik,1594,
sabah,sabah,1593,
birisi,biri,1591,
barış,barış,1587,
çalışmaları,çalış,1586,
kendilerine,kendi,1586,
canlı,canlı,1584,
günlerde,gün,1582,
etkisi,etki,1580,
üyesi,üye,1579,
yavaş,yavaş,1578,
grubu,grup,1577,
sağlayan,sağla,1575,
seçim,seçim,1573,
tan,tan,1569,
yalnız,yalnız,1568,
ara,ara,1567,
giriş,gir,1561,
işlem,işlem,1557,
almanya,Almanya,1555,
durumunda,durum,1554,
neler,ne,1553,
bilimsel,bilim,1552,
vb,vb,1551,
teknoloji,teknoloji,1549,
iddia,iddia,1548,
bağımsız,bağımsız,1548,
özelliği,özel,1547,
alanda,alan,1546,
video,video,1545,
görmek,gör,1544,
pkk,PKK,1542,
ayında,ay,1540,
gösteren,göster,1539,
sivil,sivil,1538,
günümüzde,gün,1535,
belirli,belirli,1534,
kat,kat,1532,
kesinlikle,kesin,1531,
milyar,milyar,1530,
yaşanan,yaşa,1529,
ek,ek,1528,
dolu,dolu,1526,
gerekmektedir,gerek,1525,
çocuklar,çocuk,1522,
edildi,et,1520,
dışı,dış,1518,
hakkı,hak,1516,
haziran,haziran,1515,
alanında,alan,1515,
ders,ders,1510,
meslek,meslek,1507,
işin,iş,1505,
kemal,Kemal,1504,
olumlu,olumlu,1503,
facebook,Facebook,1500,
c,C,1499,
et,et,1496,
üzerindeki,üzer,1495,
ortadan,orta,1493,
mesela,mesela,1493,
kendilerini,kendi,1490,
sağlar,sağla,1488,
cumhuriyet,cumhuriyet,1488,
hayata,hayat,1486,
hizmeti,hizmet,1485,
olumsuz,olumsuz,1483,
prof.,Prof,1482,
demektir,de,1480,
kredi,kredi,1478,
konuştu,konuş,1478,
neredeyse,neredeyse,1476,
yerel,yerel,1471,
talep,talep,1470,
çıkar,çıkar,1469,
rahat,rahat,1469,
dolar,dolar,1468,
kesin,kesin,1467,
düşünüyorum,düşün,1467,
doğrudan,doğrudan,1466,
sebep,sebep,1464,
etme,et,1464,
edilmiş,et,1463,
iran,İran,1462,
siyasal,siya,1461,
aşırı,aşırı,1461,
temmuz,temmuz,1460,
bölge,bölge,1459,
arası,ara,1458,
teslim,teslim,1457,
yola,yol,1456,
pazar,pazar,1456,
içindeki,iç,1456,
belediyesi,belediye,1453,
lazım,lazım,1452,
hakları,hak,1450,
öğretim,öğretim,1449,
sanki,sanki,1449,
olduğuna,ol,1449,
kararı,karar,1448,
amerikan,amerikan,1448,
hepsi,hep,1447,
hayır,hayır,1447,
sınıf,sınıf,1446,
ücretsiz,ücret,1445,
değerli,değer,1443,
yazılım,yazılım,1441,
sırada,sıra,1441,
sol,sol,1440,
birden,birden,1440,
verir,ver,1439,
amacı,amaç,1439,
altı,altı,1439,
bilinen,bil,1438,
alanı,alan,1437,
etmeye,et,1436,
etmiş,et,1435,
idi,i,1431,
derneği,dernek,1429,
araç,araç,1429,
şehir,şehir,1427,
yaz,yaz,1427,
alıp,al,1427,
soru,soru,1426,
medya,medya,1424,
edip,et,1423,
kişilerin,kişi,1421,
can,can,1421,
yılda,yıl,1419,
ülkede,ülke,1417,
devletin,devlet,1416,
ocak,ocak,1414,
tane,tane,1413,
nisan,nisan,1410,
birer,bir,1410,
yıldır,yıl,1404,
öne,ön,1403,
alır,al,1401,
yıllar,yıl,1399,
sıcak,sıcak,1399,
not,not,1396,
etmektedir,et,1395,
alarak,al,1395,
yaş,yaş,1393,
boş,boş,1393,
demokratik,demokratik,1392,
li,li,1390,
savaşı,savaş,1389,
ürünleri,ürün,1388,
oldukları,ol,1386,
kısmı,kısım,1386,
kitabı,kitap,1384,
çalışmalar,çalış,1383,
sağlamak,sağla,1380,
erken,erken,1376,
ağustos,ağustos,1375,
isimli,isim,1373,
dünyaya,dünya,1371,
belirten,belirt,1368,
sinema,sinema,1367,
insanlara,insan,1367,
baş,baş,1367,
gizli,gizli,1366,
başbakan,başbakan,1366,
giderek,git,1365,
günde,gün,1364,
gücü,güç,1364,
aylık,aylık,1364,
yerinde,yer,1363,
kaldı,kal,1363,
müdürü,müdür,1362,
eğitimi,eğitim,1362,
giden,git,1361,
anlamına,anlam,1357,
projesi,proje,1355,
eve,ev,1355,
yazar,yazar,1354,
yapmış,yap,1353,
turizm,turizm,1353,
ülkemizde,ülke,1350,
merak,merak,1349,
yapılır,yap,1347,
olanlar,ol,1347,
özellikleri,özel,1346,
içi,iç,1346,
sana,san,1345,
cinsel,cin,1345,
vs,vs,1343,
adını,ad,1337,
sona,son,1335,
kullanımı,kullanım,1334,
akşam,akşam,1330,
yaparak,yap,1328,
sitesi,site,1327,
esas,esas,1327,
oy,oy,1326,
genelde,genelde,1326,
başlar,başla,1326,
gören,gör,1325,
sanayi,sanayi,1322,
ndan,ndan,1322,
altın,altın,1322,
yazılı,yazılı,1316,
kullanıcı,kul,1316,
alıyor,al,1316,
servis,servis,1314,
the,The,1310,
yapmaya,yap,1309,
önceden,önceden,1308,
kullanım,kullanım,1302,
müdürlüğü,müdürlük,1301,
yan,yan,1300,
å,Å,1298,
zengin,zengin,1298,
küresel,küre,1298,
hızla,hız,1298,
dün,dün,1298,
bol,bol,1298,
fikir,fikir,1297,
bende,bent,1296,
temsil,temsil,1295,
polis,polis,1294,
derin,derin,1291,
olmadan,ol,1290,
müşteri,müşteri,1288,
diyerek,de,1288,
meclis,meclis,1287,
telefon,telefon,1286,
filmi,film,1284,
önemlidir,önem,1283,
hedef,hedef,1283,
anayasa,anayasa,1280,
ilginç,ilginç,1277,
insanı,insan,1275,
üniversite,üniversite,1274,
kaliteli,kalite,1274,
halkın,halk,1274,
senin,sen,1272,
kültürel,kültürel,1271,
kuzey,kuzey,1271,
tavsiye,tavsiye,1270,
yayın,yayın,1268,
sağ,sağ,1264,
oyunu,oyun,1264,
bugüne,bugün,1264,
ilan,ilan,1261,
vergi,vergi,1259,
dini,din,1258,
yerini,yer,1257,
renk,renk,1256,
uzman,uzman,1255,
bunlardan,bu,1253,
ak,ak,1252,
sanırım,san,1250,
olmaya,ol,1250,
suriye,Suriye,1247,
saç,saç,1245,
kalp,kalp,1245,
ingiltere,İngiltere,1244,
yapıyor,yap,1242,
bulunuyor,bulun,1242,
şubat,şubat,1241,
veriyor,ver,1241,
ceza,ceza,1241,
yapıldı,yap,1238,
olduğundan,ol,1237,
partisi,parti,1236,
geçmiş,geçmiş,1236,
ince,ince,1235,
düşünce,düşünce,1230,
buradan,bura,1230,
sürede,süre,1228,
dir,dir,1228,
yurt,yurt,1227,
seni,sen,1226,
öncesi,önce,1225,
hayal,hayal,1223,
sahiptir,sahip,1222,
aktif,aktif,1222,
veri,veri,1215,
dili,dil,1215,
ihtiyacı,ihtiyaç,1214,
başarı,başarı,1213,
zamanlarda,zaman,1210,
geç,geç,1210,
kara,kara,1208,
van,Van,1207,
resim,resim,1207,
almış,al,1207,
ingilizce,İngilizce,1206,
yapılmış,yap,1203,
ten,ten,1203,
diyarbakır,Diyarbakır,1203,
acaba,acaba,1203,
serbest,serbest,1201,
edin,et,1197,
erdoğan,Erdoğan,1195,
olmasını,ol,1193,
etmesi,et,1193,
iken,i,1192,
çocukların,çocuk,1190,
imza,imza,1190,
elektrik,elektrik,1187,
alma,al,1187,
mısır,mısır,1185,
kişilik,kişilik,1185,
hukuk,hukuk,1184,
aşk,aşk,1183,
içeren,içer,1181,
elektronik,elektronik,1181,
ölçüde,ölçü,1179,
yatırım,yatırım,1174,
başvuru,başvuru,1173,
